project,organism full name,organism abbreviation,is_annotated genome,is_reference_strain,orthoMCL abbrev
FungiDB,Penicillium rubens Wisconsin 54-1255,prubWisconsin54-1255,1,1,prub
FungiDB,Phytophthora sojae strain P6497,psojP6497,1,1,psoj
FungiDB,Puccinia sorghi strain RO10H11247,psorRO10H11247,1,1,psor
FungiDB,Puccinia striiformis strain 93-210,pstr93-210,1,1,pstr
FungiDB,Puccinia striiformis 93TX-2,pstr93TX-2,1,0,pstt
FungiDB,Puccinia striiformis f. sp. tritici PST-130,pstrsp.triticiPST130,1,0,pstp
FungiDB,Puccinia triticina 1-1 BBBD Race 1,ptri1-1BBBDRace1,1,1,ptri
FungiDB,Globisporangium ultimum var. sporangiiferum BR650,pultBR650,1,0,pulu
FungiDB,Globisporangium ultimum DAOM BR144,pultDAOMBR144,1,1,pult
FungiDB,Paecilomyces variotii CBS 101075,pvarCBS101075,1,1,pvar
FungiDB,Phytopythium vexans DAOM BR484,pvexDAOMBR484,1,1,pvex
FungiDB,Pneumocystis wakefieldiae 2A,pwak2A,1,1,pwak
FungiDB,Rhizopus delemar RA 99-880,rdelRA99-880,1,1,rdel
FungiDB,Rhizophagus irregularis A1 (DAOM-664342),rirrA1DAOM664342,1,0,rira
FungiDB,Rhizophagus irregularis C2,rirrC2,1,0,rirc
FungiDB,Rhizophagus irregularis DAOM 181602=DAOM 197198,rirrDAOM181602,1,1,rirr
FungiDB,Raffaelea lauricola RL4,rlauRL4,1,1,rlau
FungiDB,Rhinocladiella mackenziei CBS 650.93,rmacCBS650.93,1,1,rmac
FungiDB,Rickenella mellea Ricmel1,rmelRicmel1,1,1,rmel
FungiDB,Rhizopus microsporus var. microsporus ATCC 52814,rmicmicATCC52814,1,1,rmma
FungiDB,Rhodotorula toruloides NBRC 0880,rtorNBRC0880,1,1,rtor
FungiDB,Scedosporium apiospermum IHEM 14462,sapiIHEM14462,1,1,sapi
FungiDB,Sporothrix brasiliensis 5110,sbra5110,1,1,sbra
FungiDB,Saccharomyces cerevisiae S288C,scerS288c,1,1,scer
FungiDB,Stachybotrys chartarum IBT 40293,schaIBT40293,1,1,scha
FungiDB,Schizophyllum commune H4-8,scomH48,1,1,scoh
FungiDB,Saprolegnia diclina VS20,sdicVS20,1,1,sdic
FungiDB,Synchytrium endobioticum MB42,sendMB42,1,1,send
FungiDB,Schizosaccharomyces japonicus yFS275,sjapyFS275,1,1,sjap
FungiDB,Saccharomycodes ludwigii UTAD17,sludUTAD17,1,1,slud
FungiDB,Sordaria macrospora k-hell,smack-hell,1,1,smac
FungiDB,Schizosaccharomyces octosporus yFS286,soctyFS286,1,1,soct
FungiDB,Saprolegnia parasitica CBS 223.65,sparCBS223-65,1,1,spar
FungiDB,Saccharomyces paradoxus CBS432,sparCBS432,1,1,spcb
FungiDB,Schizosaccharomyces pombe 972h-,spom972h,1,1,spom
FungiDB,Spizellomyces punctatus DAOM BR117,spunDAOMBR117,1,1,spun
FungiDB,Sporisorium reilianum SRZ2,sreiSRZ2,1,1,srei
FungiDB,Sporothrix schenckii 1099-18,ssch1099-18,1,1,ssch
FungiDB,Sclerotinia sclerotiorum 1980 UF-70,sscl1980UF-70,1,1,sscl
FungiDB,Trichosporon asahii var. asahii CBS 2479,tasaCBS2479,1,1,tasa
FungiDB,Trichoderma atroviride strain JCM 9410,tatrJCM9410,0,1,tatr
FungiDB,Trichomonascus ciferrii CBS 4856,tcifCBS4856,1,1,tcif
FungiDB,Taphrina deformans PYCC 5710,tdefPYCC5710,1,1,tdef
FungiDB,Trichophyton equinum CBS 127.97,tequCBS127.97,1,1,teqc
FungiDB,Talaromyces marneffei ATCC 18224,tmarATCC18224,1,1,tmar
FungiDB,Talaromyces marneffei TM4,tmarTM4,0,0,tmtm
FungiDB,Trichophyton mentagrophytes TIMM 2789,tmenTIMM2789,1,1,tmen
FungiDB,Tremella mesenterica DSM 1558,tmesDSM1558,1,1,tmes
FungiDB,Trichoderma reesei QM6a,treeQM6a,1,1,tree
FungiDB,Trichoderma reesei QM6a 2017,treeQM6a2017,1,0,trqm
FungiDB,Trichophyton rubrum CBS 118892,trubCBS118892,1,1,trbc
FungiDB,Talaromyces stipitatus ATCC 10500,tstiATCC10500,1,1,tsti
FungiDB,Thermothelomyces thermophilus ATCC 42464,ttheATCC42464,1,1,thth
FungiDB,Trichophyton tonsurans CBS 112818,ttonCBS112818,1,1,tton
FungiDB,Trichoderma virens Gv29-8,tvirGv29-8,1,1,tvir
FungiDB,Mycosarcoma maydis 521,umay521,1,1,umay
FungiDB,Uncinocarpus reesii 1704,uree1704,1,1,uree
FungiDB,Verticillium dahliae JR2,vdahJR2,1,1,vdah
FungiDB,Verruconis gallopava strain CBS 43764,vgalCBS43764,1,1,vgal
FungiDB,Xylaria arbuscula CBS 124340,xarbCBS124340,1,1,xarb
FungiDB,Yarrowia lipolytica CLIB122,ylipCLIB122,1,1,ylip
FungiDB,Yarrowia lipolytica CLIB89 (W29),ylipCLIB89W29,1,0,ylic
FungiDB,Zymoseptoria tritici IPO323,ztriIPO323,1,1,ztri
FungiDB,Zymoseptoria tritici ST99CH_3D1,ztriST99CH3D1,1,0,ztrs
,,,,,
,,,,,
GiardiaDB,Giardia Assemblage A2 isolate DH,gassA2DH,1,0,gadh
GiardiaDB,Giardia assemblage A isolate AS175,gassAAS175,0,0,gaas
GiardiaDB,Giardia Assemblage A isolate CIA,gassACIA,0,0,gaci
GiardiaDB,Giardia Assemblage A isolate WB,gassAWB,1,0,gass
GiardiaDB,Giardia Assemblage A isolate WB 2019,gassAWB2019,1,1,gaat
GiardiaDB,Giardia Assemblage A isolate WB Calgary,gassAWBCalgary,0,0,gawc
GiardiaDB,Giardia Assemblage B isolate BAH15c1,gassBBAH15c1,1,0,gasc
GiardiaDB,Giardia Assemblage B isolate GS,gassBGS,1,0,gasb
GiardiaDB,Giardia Assemblage B isolate GS_B,gassBGS_B,1,0,gabb
GiardiaDB,Giardia Assemblage B isolate GS Calgary,gassBGSCalgary,0,0,gabc
GiardiaDB,Giardia Assemblage D isolate DID,gassDDID,0,0,gadd
GiardiaDB,Giardia Assemblage E isolate P15,gassEP15,1,0,gase
GiardiaDB,Giardia intestinalis Beaver,gintBeaver,0,0,gint
GiardiaDB,Giardia muris strain Roberts-Thomson,gmurRobertsThomson,1,1,gmur
GiardiaDB,Monocercomonoides exilis PA203,mexiPA203,1,1,mexi
GiardiaDB,Spironucleus salmonicida ATCC50377,ssalATCC50377,1,1,ssal
,,,,,
,,,,,
HostDB,Bos taurus breed Hereford,btauHereford,1,1,btau
HostDB,Canis lupus familiaris isolate SID07034,clupfamiliarisSID07034,1,1,clup
HostDB,Cavia porcellus 2N,cpor2N,1,1,cpor
HostDB,Eptesicus fuscus TK198812,efusBU_THK_EF1,1,1,efus
HostDB,Gallus gallus isolate bGalGal1,ggalbGalGal1,1,1,ggal
HostDB,Homo sapiens REF,hsapREF,1,1,hsap
HostDB,Macaca fascicularis REF,mfasREF,1,1,mfas
HostDB,Macaca mulatta isolate AG07107,mmulAG07107,1,1,mmua
HostDB,Mus musculus C57BL6J,mmusC57BL6J,1,1,mmus
HostDB,Myotis myotis mMyoMyo1,mmyomMyoMyo1,1,1,mmyo
HostDB,Rattus norvegicus BN/NHsdMcwi,rnorBNNHsdMcwi,1,1,rnor
,,,,,
,,,,,
MicrosporidiaDB,Anncaliia algerae PRA109,aalgPRA109,1,1,aalp
MicrosporidiaDB,Anncaliia algerae PRA339,aalgPRA339,1,0,aalr
MicrosporidiaDB,Anncaliia algerae Undeen,aalgUndeen,0,0,aalg
MicrosporidiaDB,Antonospora locustae CLX,alocCLX,0,1,aloc
MicrosporidiaDB,Amphiamblys sp. WSBS2006,aspWSBS2006,1,1,aspw
MicrosporidiaDB,Cucumispora dikerogammari Dv6,cdikDv6,1,1,cdik
MicrosporidiaDB,Dictyocoela muelleri Ou54,dmueOu54,1,1,dmue
MicrosporidiaDB,Dictyocoela roeselum Ou19,droeOu19,1,1,droe
MicrosporidiaDB,Edhazardia aedis USNM 41457,eaedUSNM41457,1,1,eaed
MicrosporidiaDB,Enterocytozoon bieneusi H348,ebieH348,1,1,ebie
MicrosporidiaDB,Enterospora canceri strain GB1,ecanGB1,1,1,ecan
MicrosporidiaDB,Encephalitozoon cuniculi EC1,ecunEC1,1,0,ecui
MicrosporidiaDB,Encephalitozoon cuniculi EC2,ecunEC2,1,0,ecuc
MicrosporidiaDB,Encephalitozoon cuniculi EC3,ecunEC3,1,0,ecuu
MicrosporidiaDB,Encephalitozoon cuniculi EcunIII-L,ecunEcunIII-L,1,0,ecue
MicrosporidiaDB,Encephalitozoon cuniculi GB-M1,ecunGBM1,1,1,ecun
MicrosporidiaDB,Encephalitozoon hellem ATCC 50504,ehelATCC50504,1,1,ehel
MicrosporidiaDB,Encephalitozoon hellem Swiss,ehelSwiss,1,0,ehes
MicrosporidiaDB,Enterocytozoon hepatopenaei EHP-ID16,ehepEHPID16,0,0,ehee
MicrosporidiaDB,Enterocytozoon hepatopenaei strain TH1,ehepTH1,1,1,ehep
MicrosporidiaDB,Encephalitozoon intestinalis ATCC 50506,eintATCC50506,1,1,eint
MicrosporidiaDB,Encephalitozoon romaleae SJ-2008,eromSJ2008,1,1,erom
MicrosporidiaDB,Hepatospora eriocheir strain canceri,hericanceri,1,0,herc
MicrosporidiaDB,Hepatospora eriocheir strain GB1,heriGB1,1,1,heri
MicrosporidiaDB,Hamiltosporidium magnivora BE-OM-2,hmagBEOM2,1,1,hmag
MicrosporidiaDB,Hamiltosporidium magnivora IL-BN-2,hmagILBN2,1,0,hmai
MicrosporidiaDB,Hamiltosporidium tvaerminnensis FI-OER-3-3,htvaFIOER33,1,1,htvf
MicrosporidiaDB,Hamiltosporidium tvaerminnensis IL-G-3,htvaILG3,1,0,htvi
MicrosporidiaDB,Hamiltosporidium tvaerminnensis OER-3-3,htvaOER-3-3,0,0,htva
MicrosporidiaDB,Mitosporidium daphniae UGP3,mdapUGP3,1,1,mdap
MicrosporidiaDB,Ordospora pajunii FI-F-10,mspFIF10,1,1,mspf
MicrosporidiaDB,Vairimorpha apis BRL 01,napiBRL01,1,1,napi
MicrosporidiaDB,Nematocida ausubeli ERTm2,nausERTm2,1,1,nema
MicrosporidiaDB,Nematocida ausubeli ERTm6,nausERTm6,1,0,nspe
MicrosporidiaDB,Nosema bombycis CQ1,nbomCQ1,1,1,nbom
MicrosporidiaDB,Nosema ceranae BRL,ncerBRL,1,0,ncbr
MicrosporidiaDB,Vairimorpha ceranae BRL01,ncerBRL01,1,1,ncer
MicrosporidiaDB,Nosema ceranae strain PA08_1199,ncerPA08_1199,1,0,ncep
MicrosporidiaDB,Nematocida displodere strain JUm2807,ndisJUm2807,1,1,ndij
MicrosporidiaDB,Nosema granulosis Ou3-Ou53,ngraOu3Ou53,1,1,ngra
MicrosporidiaDB,Nematocida major JUm2507,nmajJUm2507,1,1,nmaj
MicrosporidiaDB,Nematocida parisii ERTm1,nparERTm1,1,1,npar
MicrosporidiaDB,Nematocida parisii ERTm3,nparERTm3,1,0,npai
MicrosporidiaDB,Nematocida ironsii ERTm5,nspERTm5,1,1,nspt
MicrosporidiaDB,Ordospora colligata FI-SK-17-1,ocolFISK171,1,0,ocfi
MicrosporidiaDB,Ordospora colligata GB-EP-1,ocolGBEP1,1,0,ocgb
MicrosporidiaDB,Ordospora colligata NO-V-7,ocolNOV7,1,0,ocno
MicrosporidiaDB,Ordospora colligata OC4,ocolOC4,1,1,ocol
MicrosporidiaDB,Pseudoloma neurophilia strain MK1,pneuMK1,1,1,pneu
MicrosporidiaDB,Spraguea lophii 42_110,slop42_110,1,1,slop
MicrosporidiaDB,Thelohania contejeani T1,tconT1,1,1,tcot
MicrosporidiaDB,Trachipleistophora hominis Unknown strain,thomUnknown,1,1,thom
MicrosporidiaDB,Tubulinosema ratisbonensis Franzen,tratFranzen,1,1,trat
MicrosporidiaDB,Vittaforma corneae ATCC 50505,vcorATCC50505,1,1,vcor
MicrosporidiaDB,Vavraia culicis subsp. floridensis,vculfloridensis,1,1,vcul
,,,,,
,,,,,
PiroplasmaDB,Babesia bigemina strain BOND,bbigBOND,1,1,bbig
PiroplasmaDB,Babesia bovis T2Bo,bbovT2Bo,1,1,bbov
PiroplasmaDB,Babesia caballi USDA-D6B2,bcabUSDA-D6B2,1,1,bcab
PiroplasmaDB,Babesia divergens strain 1802A,bdiv1802A,1,1,bdiv
PiroplasmaDB,Babesia divergens strain Rouen 1987,bdivRouen1987,0,0,bdir
PiroplasmaDB,Babesia duncani strain WA1,bdunW1,0,0,bdun
PiroplasmaDB,Babesia duncani strain WA1 2023,bdunW12023,1,1,bduw
PiroplasmaDB,Babesia gibsoni Azabu,bgibAzabu,1,1,bgib
PiroplasmaDB,Babesia microti strain ATCC 30222,bmicATCC30222,0,0,bmit
PiroplasmaDB,Babesia microti strain ATCC PRA-99,bmicATCCPRA99,0,0,bmip
PiroplasmaDB,Babesia microti strain GI,bmicGI,0,0,bmig
PiroplasmaDB,Babesia microti strain GreenwichYale_Lab_strain_1,bmicGreenwichYaleLab1,0,0,bmio
PiroplasmaDB,Babesia microti Nan_Hs_2011_N11-50,bmicNanHs2011N11-50,0,0,bmin
PiroplasmaDB,Babesia microti strain Naushon,bmicNaushon,0,0,bmis
PiroplasmaDB,Babesia microti strain RI,bmicRI,1,1,bmic
PiroplasmaDB,Babesia ovata strain Miyake,bovaMiyake,1,1,bova
PiroplasmaDB,Babesia ovis Selcuk,bovisSelcuk,1,1,bovi
PiroplasmaDB,Babesia sp. Xinjiang Xinjiang,bspXinjiang,1,1,bspx
PiroplasmaDB,Cytauxzoon felis strain Winnie,cfelWinnie,1,1,cfel
PiroplasmaDB,Theileria annulata strain Ankara,tannAnkara,1,1,tann
PiroplasmaDB,Theileria equi strain WA,tequWA,1,1,tequ
PiroplasmaDB,Theileria orientalis Fish Creek,toriFishCreek,1,0,tofc
PiroplasmaDB,Theileria orientalis Goon Nure,toriGoonNure,1,0,togn
PiroplasmaDB,Theileria orientalis strain Shintoku,toriShintoku,1,1,tori
PiroplasmaDB,Theileria parva strain Muguga,tparMuguga,1,1,tpar
,,,,,
,,,,,
PlasmoDB,Hepatocystis sp. ex Piliocolobus tephrosceles 2019,hpil2019,1,1,hpil
PlasmoDB,Haemoproteus tartakovskyi strain SISKIN1,htarSISKIN1,1,1,htar
PlasmoDB,Plasmodium adleri G01,padlG01,1,1,padl
PlasmoDB,Plasmodium berghei ANKA,pberANKA,1,1,pber
PlasmoDB,Plasmodium billcollinsi G01,pbilG01,1,1,pbil
PlasmoDB,Plasmodium blacklocki G01,pblaG01,1,1,pblg
PlasmoDB,Plasmodium brasilianum strain Bolivian I,pbraBolivianI,1,1,pbbi
PlasmoDB,Plasmodium chabaudi chabaudi,pchachabaudi,1,1,pcha
PlasmoDB,Plasmodium chabaudi chabaudi CB,pchachabaudiCB,1,0,pccb
PlasmoDB,Plasmodium coatneyi Hackeri,pcoaHackeri,1,1,pcoa
PlasmoDB,Plasmodium cynomolgi strain B,pcynB,1,0,pcyn
PlasmoDB,Plasmodium cynomolgi strain M,pcynM,1,1,pcym
PlasmoDB,Plasmodium falciparum 3D7,pfal3D7,1,1,pfal
PlasmoDB,Plasmodium falciparum 7G8,pfal7G8,1,0,pfag
PlasmoDB,Plasmodium falciparum 7G8 2019,pfal7G8-2019,1,0,pfsg
PlasmoDB,Plasmodium falciparum CD01,pfalCD01,1,0,pfac
PlasmoDB,Plasmodium falciparum Dd2,pfalDd2,1,0,pfad
PlasmoDB,Plasmodium falciparum GA01,pfalGA01,1,0,pfga
PlasmoDB,Plasmodium falciparum GB4,pfalGB4,1,0,pfgb
PlasmoDB,Plasmodium falciparum GN01,pfalGN01,1,0,pfgn
PlasmoDB,Plasmodium falciparum HB3,pfalHB3,1,0,pfhb
PlasmoDB,Plasmodium falciparum IT,pfalIT,1,0,pfai
PlasmoDB,Plasmodium falciparum KE01,pfalKE01,1,0,pfke
PlasmoDB,Plasmodium falciparum KH01,pfalKH01,1,0,pfkh
PlasmoDB,Plasmodium falciparum KH02,pfalKH02,1,0,pfkt
PlasmoDB,Plasmodium falciparum ML01,pfalML01,1,0,pfml
PlasmoDB,Plasmodium falciparum NF135.C10,pfalNF135C10,1,0,pfnc
PlasmoDB,Plasmodium falciparum NF166,pfalNF166,1,0,pfng
PlasmoDB,Plasmodium falciparum NF54,pfalNF54,1,0,pfnf
PlasmoDB,Plasmodium falciparum SD01,pfalSD01,1,0,pfsd
PlasmoDB,Plasmodium falciparum SN01,pfalSN01,1,0,pfsn
PlasmoDB,Plasmodium falciparum TG01,pfalTG01,1,0,pftg
PlasmoDB,Plasmodium fragile strain nilgiri,pfraNilgiri,1,1,pfra
PlasmoDB,Plasmodium gaboni strain G01,pgabG01,1,0,pgab
PlasmoDB,Plasmodium gaboni strain SY75,pgabSY75,1,1,pgas
PlasmoDB,Plasmodium gallinaceum 8A,pgal8A,1,1,pgal
PlasmoDB,Plasmodium inui San Antonio 1,pinuSanAntonio1,1,1,pinu
PlasmoDB,Plasmodium knowlesi strain A1H1,pknoA1H1,1,0,pkah
PlasmoDB,Plasmodium knowlesi strain H,pknoH,1,1,pkno
PlasmoDB,Plasmodium knowlesi strain Malayan Strain Pk1 A,pknoMalayanPk1A,1,0,pknp
PlasmoDB,Plasmodium malariae UG01,pmalUG01,1,1,pmal
PlasmoDB,Plasmodium ovale wallikeri PowCR01,povaCR01,1,0,powp
PlasmoDB,Plasmodium ovale curtisi GH01,povaGH01,1,1,pova
PlasmoDB,Plasmodium praefalciparum strain G01,ppraG01,1,1,ppra
PlasmoDB,Plasmodium reichenowi CDC,preiCDC,1,1,prei
PlasmoDB,Plasmodium reichenowi G01,preiG01,1,0,preg
PlasmoDB,Plasmodium relictum SGS1-like,prelSGS1-like,1,1,prel
PlasmoDB,Plasmodium vinckei brucechwatti DA,pvinbrucechwattiDA,1,0,pvbd
PlasmoDB,Plasmodium vinckei Cameroon EL,pvinCameroonEL,1,0,pvce
PlasmoDB,Plasmodium vinckei lentum DE,pvinlentumDE,1,0,pvld
PlasmoDB,Plasmodium vinckei petteri strain CR,pvinpetteriCR,1,0,pvpc
PlasmoDB,Plasmodium vinckei petteri CR 2020,pvinpetteriCR2020,1,0,pvcr
PlasmoDB,Plasmodium vinckei vinckei CY,pvinvinckeiCY,1,1,pvvc
PlasmoDB,Plasmodium vinckei vinckei strain vinckei,pvinvinckeivinckei,1,0,pvin
PlasmoDB,Plasmodium vivax P01,pvivP01,1,1,pvip
PlasmoDB,Plasmodium vivax PAM,pvivPv01-19,1,0,pvpv
PlasmoDB,Plasmodium vivax-like Pvl01,pvivPvl01,1,1,pvlk
PlasmoDB,Plasmodium vivax PvSY56,pvivPvSY56,0,0,pvps
PlasmoDB,Plasmodium vivax PvW1,pvivPvW1,1,0,pvpw
PlasmoDB,Plasmodium vivax Sal-1,pvivSal1,1,0,pviv
PlasmoDB,Plasmodium yoelii yoelii 17X,pyoeyoelii17X,1,1,pyoe
PlasmoDB,Plasmodium yoelii yoelii 17XNL,pyoeyoelii17XNL,1,0,pyxn
PlasmoDB,Plasmodium yoelii yoelii 17XNL 2023,pyoeyoelii17XNL2023,1,0,pyyx
PlasmoDB,Plasmodium yoelii yoelii YM,pyoeyoeliiYM,1,0,pyoy
,,,,,
,,,,,
ToxoDB,Besnoitia besnoiti strain Bb-Ger1,bbesBbGer1,1,1,bbes
ToxoDB,Cyclospora cayetanensis strain CHN_HEN01,ccayCHN_HEN01,1,1,ccay
ToxoDB,Cyclospora cayetanensis isolate NF1_C8,ccayNF1_C8,1,0,ccnf
ToxoDB,Cystoisospora suis strain Wien I,csuiWienI,1,1,csui
ToxoDB,Eimeria acervulina Houghton,eaceHoughton,1,1,eace
ToxoDB,Eimeria brunetti Houghton,ebruHoughton,1,1,ebru
ToxoDB,Eimeria falciformis Bayer Haberkorn 1970,efalBayerHaberkorn1970,1,1,efal
ToxoDB,Eimeria flavescens A23,eflaA23,1,1,efla
ToxoDB,Eimeria intestinalis P0_A24,eintP0_A24,1,1,eipa
ToxoDB,Eimeria magna A19,emagA19,1,1,emag
ToxoDB,Eimeria maxima Weybridge,emaxWeybridge,1,1,emax
ToxoDB,Eimeria media PL19_A22,emedPL19_A22,1,1,emed
ToxoDB,Eimeria mitis Houghton,emitHoughton,1,1,emit
ToxoDB,Eimeria necatrix Houghton,enecHoughton,1,1,enec
ToxoDB,Eimeria praecox Houghton,epraHoughton,1,1,epra
ToxoDB,Eimeria stiedai A26,estiA26,1,1,esti
ToxoDB,Eimeria tenella strain Houghton,etenHoughton,1,0,eten
ToxoDB,Eimeria tenella Houghton 2021,etenHoughton2021,1,1,etht
ToxoDB,Hammondia hammondi strain H.H.34,hhamHH34,1,1,hhhh
ToxoDB,Neospora caninum Liverpool,ncanLIV,1,1,ncan
ToxoDB,Neospora caninum Liverpool 2019,ncanLiverpool2019,1,0,nclv
ToxoDB,Sarcocystis neurona SN3,sneuSN3,1,1,sneu
ToxoDB,Sarcocystis neurona SO SN1,sneuSOSN1,1,0,snsn
ToxoDB,Toxoplasma gondii ARI,tgonARI,1,0,tgar
ToxoDB,Toxoplasma gondii CAST,tgonCAST,1,0,tgca
ToxoDB,Toxoplasma gondii COUG,tgonCOUG,1,0,tgco
ToxoDB,Toxoplasma gondii CtCo5,tgonCtCo5,0,0,tgct
ToxoDB,Toxoplasma gondii FOU,tgonFOU,1,0,tgfo
ToxoDB,Toxoplasma gondii GAB2-2007-GAL-DOM2,tgonGAB2-2007-GAL-DOM2,1,0,tggd
ToxoDB,Toxoplasma gondii GT1,tgonGT1,1,0,tggt
ToxoDB,Toxoplasma gondii MAS,tgonMAS,1,0,tgma
ToxoDB,Toxoplasma gondii ME49,tgonME49,1,1,tgon
ToxoDB,Toxoplasma gondii strain ME49xCTG F1 S27,tgonME49xCTG,0,0,tgmc
ToxoDB,Toxoplasma gondii p89,tgonp89,1,0,tgop
ToxoDB,Toxoplasma gondii RH 2016,tgonRH2016,0,0,tgor
ToxoDB,Toxoplasma gondii RH-88,tgonRH88,1,0,tgee
ToxoDB,Toxoplasma gondii RUB,tgonRUB,1,0,tgru
ToxoDB,Toxoplasma gondii TgCATBr5,tgonTgCATBr5,0,0,tgcb
ToxoDB,Toxoplasma gondii TgCATBr9,tgonTgCATBr9,1,0,tgta
ToxoDB,Toxoplasma gondii TgCatPRC2,tgonTgCatPRC2,1,0,tgtg
ToxoDB,Toxoplasma gondii VAND,tgonVAND,1,0,tgva
ToxoDB,Toxoplasma gondii VEG,tgonVEG,1,0,tgve
TrichDB,Histomonas meleagridis 2922-C6/04-10x,hmel2922-C604-10x,1,1,hmel
TrichDB,Histomonas meleagridis 2922-C6/04-290x,hmel2922-C604-290x,1,0,hmcx
TrichDB,Tritrichomonas foetus strain K,tfoeK,1,1,tfoe
TrichDB,Trichomonas tenax strain NIH4 ATCC 30207,ttenNIH4ATCC30207,0,1,tten
TrichDB,Trichomonas vaginalis G3,tvagG3,1,0,tvag
TrichDB,Trichomonas vaginalis G3 2022,tvagG32022,1,1,tvgg
,,,,,
,,,,,
TriTrypDB,Angomonas deanei strain Cavalho ATCC PRA-265,adeaATCCPRA-265,1,1,adea
TriTrypDB,Blechomonas ayalai B08-376,bayaB08-376,1,1,baya
TriTrypDB,Blastocrithidia nonstop P57,bnonp57,0,1,bspp
TriTrypDB,Bodo saltans strain Lake Konstanz,bsalLakeKonstanz,1,1,bsal
TriTrypDB,Crithidia fasciculata strain Cf-Cl,cfasCfCl,1,1,cfas
TriTrypDB,Endotrypanum monterogeii strain LV88,emonLV88,1,1,emon
TriTrypDB,Leishmania aethiopica L147,laetL147,1,1,laet
TriTrypDB,Leishmania amazonensis MHOM/BR/71973/M2269,lamaMHOMBR71973M2269,1,1,lama
TriTrypDB,Leishmania amazonensis strain PH8,lamaPH8,1,0,laph
TriTrypDB,Leishmania arabica strain LEM1108,laraLEM1108,1,1,lara
TriTrypDB,Leishmania braziliensis MHOM/BR/75/M2903,lbraMHOMBR75M2903,1,0,lbrm
TriTrypDB,Leishmania braziliensis MHOM/BR/75/M2904,lbraMHOMBR75M2904,1,1,lbra
TriTrypDB,Leishmania braziliensis MHOM/BR/75/M2904 2019,lbraMHOMBR75M2904_2019,1,0,lbrn
TriTrypDB,Leishmania donovani strain BHU 1220,ldonBHU1220,0,0,ldbh
TriTrypDB,Leishmania donovani BPK282A1,ldonBPK282A1,1,1,ldon
TriTrypDB,Leishmania donovani CL-SL,ldonCL-SL,1,0,ldoc
TriTrypDB,Leishmania donovani HU3,ldonHU3,1,0,ldhu
TriTrypDB,Leishmania donovani strain LV9,ldonLV9,1,0,ldlv
TriTrypDB,Leishmania enriettii strain LEM3045,lenrLEM3045,1,1,lenr
TriTrypDB,Leishmania enriettii MCAV/BR/2001/CUR178,lenrMCAVBR2001CUR178,1,0,lenm
TriTrypDB,Leishmania gerbilli strain LEM452,lgerLEM452,1,1,lger
TriTrypDB,Leishmania guyanensis M4147,lguyM4147,1,1,lguy
TriTrypDB,Leishmania infantum JPCM5,linfJPCM5,1,1,linf
TriTrypDB,Leishmania major strain Friedlin,lmajFriedlin,1,1,lmaj
TriTrypDB,Leishmania major Friedlin 2021,lmajFriedlin2021,1,0,lmfr
TriTrypDB,Leishmania major strain LV39c5,lmajLV39c5,1,0,lmjl
TriTrypDB,Leishmania major strain SD 75.1,lmajSD75.1,1,0,lmjs
TriTrypDB,Leishmania martiniquensis MHOM/TH/2012/LSCM1,lmarMHOMTH2012LSCM1,1,0,lmar
TriTrypDB,Leishmania mexicana MHOM/GT/2001/U1103,lmexMHOMGT2001U1103,1,1,lmex
TriTrypDB,Leishmania orientalis MHOM/TH/2014/LSCM4,loriMHOMTH2014LSCM4,1,1,lori
TriTrypDB,Leishmania panamensis MHOM/COL/81/L13,lpanMHOMCOL81L13,1,1,lpan
TriTrypDB,Leishmania panamensis strain MHOM/PA/94/PSC-1,lpanMHOMPA94PSC1,1,0,lpap
TriTrypDB,Leptomonas pyrrhocoris H10,lpyrH10,1,1,lpyr
TriTrypDB,Leptomonas seymouri ATCC 30220,lseyATCC30220,1,1,lsey
TriTrypDB,Leishmania sp. Ghana MHOM/GH/2012/GH5,lsp.GhanaMHOMGH2012GH5,1,1,lspg
TriTrypDB,Leishmania martiniquensis LEM2494,lspMARLEM2494,1,1,lspm
TriTrypDB,Leishmania sp. Namibia MPRO/NA/1975/252/LV425,lsp.NamibiaMPRONA1975252LV425,1,1,lspn
TriTrypDB,Leishmania tarentolae Parrot-TarII,ltarParrotTarII,1,1,ltar
TriTrypDB,Leishmania tarentolae Parrot Tar II 2019,ltarParrotTarII2019,1,0,ltpt
TriTrypDB,Leishmania tropica L590,ltroL590,1,1,ltro
TriTrypDB,Leishmania turanica strain LEM423,lturLEM423,1,1,ltur
TriTrypDB,Paratrypanosoma confusum CUL13,pconCUL13,1,1,pcon
TriTrypDB,Porcisia hertigi MCOE/PA/1965/C119,pherMCOEPA1965C119,1,1,pher
TriTrypDB,Trypanosoma brucei EATRO1125,tbruEATRO1125,1,0,tbtr
TriTrypDB,Trypanosoma brucei gambiense DAL972,tbrugambienseDAL972,1,0,tbrg
TriTrypDB,Trypanosoma brucei Lister strain 427,tbruLister427,1,0,tbrl
TriTrypDB,Trypanosoma brucei Lister strain 427 2018,tbruLister427_2018,1,0,tbre
TriTrypDB,Trypanosoma brucei brucei TREU927,tbruTREU927,1,1,tbrt
TriTrypDB,Trypanosoma congolense IL3000,tconIL3000,1,1,tcon
TriTrypDB,Trypanosoma congolense IL3000 2019,tconIL3000_2019,1,0,tcoi
TriTrypDB,Trypanosoma congolense Tc1/148,tconTc1_148,0,0,tctc
